rule,sourceType,sourceFile,sourceRow,partyName,currency,direction,rawBalance,ourRefNo,sourceInternalId
I2,AP,3.AP_JAN-APR 2026.xls,27,CNR INTERNATIONAL,USD,payable,25,PEOI009453,29847
I2,AP,3.AP_JAN-APR 2026.xls,28,FEDEX FREIGHT CANADA -ACC,CAD,payable,85.09,PEAE009004,29766
I2,AP,3.AP_JAN-APR 2026.xls,30,TOTAL EXPRESS YYZ (SUB#42,CAD,payable,75,PEOI009455,29887
I2,AP,3.AP_JAN-APR 2026.xls,32,A&B COURIER,CAD,payable,39.9,PEAE008999,29757
I2,AP,3.AP_JAN-APR 2026.xls,36,IATA CARGO ACCOUNTS,CAD,payable,2851.13,PEAE008998,29759
I2,AP,3.AP_JAN-APR 2026.xls,37,MINIMAX EXPRESS TRANSPORT,CAD,payable,294.43,PEAI008821,29788
I2,AP,3.AP_JAN-APR 2026.xls,39,WIN YAN LOGISTICS,CAD,payable,725,PEOI009366,29755
I2,AP,3.AP_JAN-APR 2026.xls,41,UNITED RELIABLE TRANSPORT,CAD,payable,1300,PEOI009349,29749
I2,AP,3.AP_JAN-APR 2026.xls,42,TRANS PLUS,CAD,payable,156.15,PEAE008997,29748
I2,AP,3.AP_JAN-APR 2026.xls,43,IATA CARGO ACCOUNTS,CAD,payable,12424.23,PEAE008996,29745
I2,AP,3.AP_JAN-APR 2026.xls,44,WIN YAN LOGISTICS,CAD,payable,725,PEOI009395,29743
I2,AP,3.AP_JAN-APR 2026.xls,45,BLUE SHARK TRANSPORT,CAD,payable,475,PEOI009431,29750
I2,AP,3.AP_JAN-APR 2026.xls,46,GEUNMYOUNG SHIN,CAD,payable,1480.41,,29741
I2,AP,3.AP_JAN-APR 2026.xls,47,IATA CARGO ACCOUNTS,CAD,payable,937.3,PEAE008997,29746
I2,AP,3.AP_JAN-APR 2026.xls,49,A&B COURIER,CAD,payable,57.33,PEAE008997,29747
I2,AP,3.AP_JAN-APR 2026.xls,51,UNITED RELIABLE TRANSPORT,CAD,payable,1335,PEOI009348,29733
I2,AP,3.AP_JAN-APR 2026.xls,52,TRANSRAM EXPRESS,CAD,payable,750,PEAE008996,29737
I2,AP,3.AP_JAN-APR 2026.xls,53,IATA CARGO ACCOUNTS,CAD,payable,2421.5,PEAE008986,29730
I2,AP,3.AP_JAN-APR 2026.xls,56,WIN YAN LOGISTICS,CAD,payable,725,PEOI009371,29735
I2,AP,3.AP_JAN-APR 2026.xls,57,A&B COURIER,CAD,payable,122.85,PEAE008993,29728
I2,AP,3.AP_JAN-APR 2026.xls,59,IATA CARGO ACCOUNTS,CAD,payable,3419,PEAE008993,29729
I2,AP,3.AP_JAN-APR 2026.xls,61,BLUE SHARK TRANSPORT,CAD,payable,625,PEOI009439,29937
I2,AP,3.AP_JAN-APR 2026.xls,62,CEDRUS GLOBAL TRADING,CAD,payable,1594.49,PEAI008821,29740
I2,AP,3.AP_JAN-APR 2026.xls,63,A&B COURIER,CAD,payable,104.13,PEAI008811,29732
I2,AP,3.AP_JAN-APR 2026.xls,64,WIN YAN LOGISTICS,CAD,payable,725,PEOI009398,29734
I2,AP,3.AP_JAN-APR 2026.xls,65,AIR CANADA CARGO -ACCT,CAD,payable,146.66,PEAI008821,29789
I2,AP,3.AP_JAN-APR 2026.xls,66,KHUMAN & KHUMAN CARRIER,CAD,payable,495,PEOI009358,29693
I2,AP,3.AP_JAN-APR 2026.xls,67,WIN YAN LOGISTICS,CAD,payable,725,PEOI009340,29719
I2,AP,3.AP_JAN-APR 2026.xls,68,CN - ACC,CAD,payable,750,PEOI009340,29720
I2,AP,3.AP_JAN-APR 2026.xls,70,CN - ACC,CAD,payable,250,PEOI009398,29725
I2,AP,3.AP_JAN-APR 2026.xls,71,WIN YAN LOGISTICS,CAD,payable,725,PEOI009397,29721
I2,AP,3.AP_JAN-APR 2026.xls,72,CN - ACC,CAD,payable,250,PEOI009371,29726
I2,AP,3.AP_JAN-APR 2026.xls,73,TRANSRAM EXPRESS,CAD,payable,750,PEOX006859,29722
I2,AP,3.AP_JAN-APR 2026.xls,74,SMITTYS TRANSPORT,CAD,payable,146.6,PEOI009418,29751
I2,AP,3.AP_JAN-APR 2026.xls,77,SMITTYS TRANSPORT,CAD,payable,134.2,PEOI009387,29752
I2,AP,3.AP_JAN-APR 2026.xls,78,MINIMAX EXPRESS TRANSPORT,CAD,payable,493.1,PEAI008811,29715
I2,AP,3.AP_JAN-APR 2026.xls,79,WIN YAN LOGISTICS,CAD,payable,725,PEOI009346,29714
I2,AP,3.AP_JAN-APR 2026.xls,82,CN - ACC,CAD,payable,500,PEOI009346,29713
I2,AP,3.AP_JAN-APR 2026.xls,83,HYUNDAI SHIPPING LINES (H,USD,payable,170,PEOI009403,29943
I2,AP,3.AP_JAN-APR 2026.xls,84,TRANS PLUS,CAD,payable,156.26,PEAE008993,29716
I2,AP,3.AP_JAN-APR 2026.xls,85,WIN YAN LOGISTICS,CAD,payable,725,PEOI009365,29712
I2,AP,3.AP_JAN-APR 2026.xls,87,VIP TRANSPORT,CAD,payable,135,PEAI008818,29705
I2,AP,3.AP_JAN-APR 2026.xls,88,KHUMAN & KHUMAN CARRIER,CAD,payable,982.5,PEOI009386,29839
I2,AP,3.AP_JAN-APR 2026.xls,92,KHUMAN & KHUMAN CARRIER,CAD,payable,605,PEOI009415,29706
I2,AP,3.AP_JAN-APR 2026.xls,95,IATA CARGO ACCOUNTS,CAD,payable,1790.44,PEAE008989,29694
I2,AP,3.AP_JAN-APR 2026.xls,96,PANTOS LOGISTICS CANADA I,USD,payable,80,PEOI009440,29781
I2,AP,3.AP_JAN-APR 2026.xls,97,KDM LOGISTICS,CAD,payable,162.5,PEAE008995,29702
I2,AP,3.AP_JAN-APR 2026.xls,99,A&B COURIER,CAD,payable,127.53,PEAE008989,29695
I2,AP,3.AP_JAN-APR 2026.xls,100,PANTOS LOGISTICS CANADA I,USD,payable,84.75,PEAI008816,29701
I2,AP,3.AP_JAN-APR 2026.xls,101,IATA CARGO ACCOUNTS,CAD,payable,359.08,PEAE008992,29697
I2,AP,3.AP_JAN-APR 2026.xls,103,A&B COURIER,CAD,payable,32.76,PEAE008989,29691
I2,AP,3.AP_JAN-APR 2026.xls,104,KHUMAN & KHUMAN CARRIER,CAD,payable,620,PEOI009386,29840
I2,AP,3.AP_JAN-APR 2026.xls,105,WIN YAN LOGISTICS,CAD,payable,900,PEOI009339,29699
I2,AP,3.AP_JAN-APR 2026.xls,108,CN - ACC,CAD,payable,500,PEOI009332,29692
I2,AP,3.AP_JAN-APR 2026.xls,111,WIN YAN LOGISTICS,CAD,payable,725,PEOI009347,29684
I2,AP,3.AP_JAN-APR 2026.xls,112,BLUE SHARK TRANSPORT,CAD,payable,1057,PEOI009374,29838
I2,AP,3.AP_JAN-APR 2026.xls,115,WIN YAN LOGISTICS,CAD,payable,725,PEOI009344,29685
I2,AP,3.AP_JAN-APR 2026.xls,118,KDM LOGISTICS,CAD,payable,245,PEAI008814,29829
I2,AP,3.AP_JAN-APR 2026.xls,119,AIR CANADA CARGO -ACCT,CAD,payable,215,PEAI008819,29686
I2,AP,3.AP_JAN-APR 2026.xls,121,FEDEX FREIGHT CANADA -ACC,CAD,payable,91.86,PEAE008991,29672
I2,AP,3.AP_JAN-APR 2026.xls,123,IATA CARGO ACCOUNTS,CAD,payable,5138.56,PEAE008991,29680
I2,AP,3.AP_JAN-APR 2026.xls,124,OCTS - OVERLAND CONTAINER,CAD,payable,1530.55,PEOX006863,29677
I2,AP,3.AP_JAN-APR 2026.xls,125,A&B COURIER,CAD,payable,253.89,PEAE008991,29681
I2,AP,3.AP_JAN-APR 2026.xls,134,KDM LOGISTICS,CAD,payable,168.75,PEAI008803,29671
I2,AP,3.AP_JAN-APR 2026.xls,135,MARITIME-ONTARIO FREIGHT,CAD,payable,1400.78,PEOX006864,29668
I2,AP,3.AP_JAN-APR 2026.xls,136,SWISSPORT CANADA HANDLING,CAD,payable,205,PEAI008810,29667
I2,AP,3.AP_JAN-APR 2026.xls,138,SCOTT FREIGHT SERVICES,CAD,payable,150,PEAI008810,29666
I2,AP,3.AP_JAN-APR 2026.xls,140,IEL CANADA BROKERAGE ULC,CAD,payable,1300,PEAE008987,29654
I2,AP,3.AP_JAN-APR 2026.xls,142,AIR CANADA CARGO -ACCT,CAD,payable,227.2,PEAI008816,29659
I2,AP,3.AP_JAN-APR 2026.xls,143,CEDRUS GLOBAL TRADING,CAD,payable,2666.49,PEOI009355,29657
I2,AP,3.AP_JAN-APR 2026.xls,144,IATA CARGO ACCOUNTS,CAD,payable,10004.62,PEAE008987,29653
I2,AP,3.AP_JAN-APR 2026.xls,145,WIN YAN LOGISTICS,CAD,payable,1025,PEOI009315,29642
I2,AP,3.AP_JAN-APR 2026.xls,148,IATA CARGO ACCOUNTS,CAD,payable,627.98,PEAE008979,29643
I2,AP,3.AP_JAN-APR 2026.xls,149,WIN YAN LOGISTICS,CAD,payable,1025,PEOI009316,29644
I2,AP,3.AP_JAN-APR 2026.xls,152,PERFECT TRANSPORT,CAD,payable,950,PEOI009313,29645
I2,AP,3.AP_JAN-APR 2026.xls,153,WIN YAN LOGISTICS,CAD,payable,725,PEOI009333,29655
I2,AP,3.AP_JAN-APR 2026.xls,156,IATA CARGO ACCOUNTS,CAD,payable,674.3,PEAE008990,29648
I2,AP,3.AP_JAN-APR 2026.xls,158,IATA CARGO ACCOUNTS,CAD,payable,937.3,PEAE008988,29649
I2,AP,3.AP_JAN-APR 2026.xls,159,MINIMAX EXPRESS TRANSPORT,CAD,payable,249.96,PEOI009368,29641
I2,AP,3.AP_JAN-APR 2026.xls,160,PERFECT TRANSPORT,CAD,payable,570,PEOI009362,29658
I2,AP,3.AP_JAN-APR 2026.xls,161,KHUMAN & KHUMAN CARRIER,CAD,payable,1520,PEOI009305,29652
I2,AP,3.AP_JAN-APR 2026.xls,164,WIN YAN LOGISTICS,CAD,payable,725,PEOI009314,29626
I2,AP,3.AP_JAN-APR 2026.xls,165,IATA CARGO ACCOUNTS,CAD,payable,203.5,PEAE008980,29617
I2,AP,3.AP_JAN-APR 2026.xls,169,IATA CARGO ACCOUNTS,CAD,payable,5604.19,PEAE008982,29630
I2,AP,3.AP_JAN-APR 2026.xls,171,GUYSBOROUGH TRANSFER,CAD,payable,234.25,PEOX006865,29664
I2,AP,3.AP_JAN-APR 2026.xls,173,A&B COURIER,CAD,receivable,-85.47,PEAE008982,29673
W6,AP,3.AP_JAN-APR 2026.xls,173,A&B COURIER,CAD,receivable,-85.47,PEAE008982,29673
I2,AP,3.AP_JAN-APR 2026.xls,175,A&B COURIER,CAD,receivable,-39.38,PEAE008977,29612
W6,AP,3.AP_JAN-APR 2026.xls,175,A&B COURIER,CAD,receivable,-39.38,PEAE008977,29612
I2,AP,3.AP_JAN-APR 2026.xls,177,IATA CARGO ACCOUNTS,CAD,payable,182.3,PEAE008977,29613
I2,AP,3.AP_JAN-APR 2026.xls,178,CN - ACC,CAD,payable,250,PEOI009314,29625
I2,AP,3.AP_JAN-APR 2026.xls,179,A&B COURIER,CAD,receivable,-69.93,PEAE008976,29614
W6,AP,3.AP_JAN-APR 2026.xls,179,A&B COURIER,CAD,receivable,-69.93,PEAE008976,29614
I2,AP,3.AP_JAN-APR 2026.xls,183,A&B COURIER,CAD,receivable,-116.55,PEAI008801,29618
W6,AP,3.AP_JAN-APR 2026.xls,183,A&B COURIER,CAD,receivable,-116.55,PEAI008801,29618
I2,AP,3.AP_JAN-APR 2026.xls,184,WIN YAN LOGISTICS,CAD,payable,725,PEOI009310,29623
I2,AP,3.AP_JAN-APR 2026.xls,186,CN - ACC,CAD,payable,250,PEOI009315,29627
I2,AP,3.AP_JAN-APR 2026.xls,187,A&B COURIER,CAD,receivable,-65.66,PEAE008980,29615
W6,AP,3.AP_JAN-APR 2026.xls,187,A&B COURIER,CAD,receivable,-65.66,PEAE008980,29615
I2,AP,3.AP_JAN-APR 2026.xls,189,CN - ACC,CAD,payable,500,PEOI009333,29628
I2,AP,3.AP_JAN-APR 2026.xls,191,CN - ACC,CAD,payable,500,PEOI009316,29629
I2,AP,3.AP_JAN-APR 2026.xls,193,PANTOS LOGISTICS CANADA I,USD,payable,466.75,PEOI009439,29778
I2,AP,3.AP_JAN-APR 2026.xls,194,KDM LOGISTICS,CAD,payable,206.25,PEAI008808,29609
I2,AP,3.AP_JAN-APR 2026.xls,198,MRLEE IN SUP,CAD,payable,652.94,,29931
I2,AP,3.AP_JAN-APR 2026.xls,200,G & S DIRECT,CAD,payable,225,PEAI008803,29606
I2,AP,3.AP_JAN-APR 2026.xls,201,G & S DIRECT,CAD,payable,325,PEAI008803,29607
I2,AP,3.AP_JAN-APR 2026.xls,202,YELLOWDOG,CAD,payable,335.36,PEOI009355,29603
I2,AP,3.AP_JAN-APR 2026.xls,205,AIR CANADA CARGO -ACCT,CAD,payable,178.26,PEAI008813,29593
I2,AP,3.AP_JAN-APR 2026.xls,207,A&B COURIER,CAD,receivable,-54.39,PEOI009350,29599
W6,AP,3.AP_JAN-APR 2026.xls,207,A&B COURIER,CAD,receivable,-54.39,PEOI009350,29599
I2,AP,3.AP_JAN-APR 2026.xls,208,CEDRUS GLOBAL TRADING,CAD,payable,2888.4,PEAI008803,29605
I2,AP,3.AP_JAN-APR 2026.xls,209,IATA CARGO ACCOUNTS,CAD,payable,458.62,PEAE008983,29596
I2,AP,3.AP_JAN-APR 2026.xls,215,AIR CANADA CARGO -ACCT,CAD,payable,156,PEAI008804,29588
I2,AP,3.AP_JAN-APR 2026.xls,217,G&S DIRECT,CAD,payable,300,PEAI008804,29589
I2,AP,3.AP_JAN-APR 2026.xls,218,WIN YAN LOGISTICS,CAD,payable,725,PEOI009296,29585
I2,AP,3.AP_JAN-APR 2026.xls,220,KHUMAN & KHUMAN CARRIER,CAD,payable,1599,PEOI009377,29590
I2,AP,3.AP_JAN-APR 2026.xls,222,WIN YAN LOGISTICS,CAD,payable,725,PEOI009306,29591
I2,AP,3.AP_JAN-APR 2026.xls,225,IATA CARGO ACCOUNTS,CAD,payable,2030.24,PEAE008978,29575
I2,AP,3.AP_JAN-APR 2026.xls,229,A&B COURIER,CAD,receivable,-69.93,PEAE008978,29576
W6,AP,3.AP_JAN-APR 2026.xls,229,A&B COURIER,CAD,receivable,-69.93,PEAE008978,29576
I2,AP,3.AP_JAN-APR 2026.xls,231,HARBOUR LINK -SUB LOCATIO,CAD,payable,1242.1,PEOI009360,29579
I2,AP,3.AP_JAN-APR 2026.xls,232,WIN YAN LOGISTICS,CAD,payable,900,PEOI009309,29582
I2,AP,3.AP_JAN-APR 2026.xls,233,HARBOUR LINK -SUB LOCATIO,CAD,payable,1946,PEOI009359,29580
I2,AP,3.AP_JAN-APR 2026.xls,235,KDM LOGISTICS,CAD,payable,243.75,PEAI008807,29578
I2,AP,3.AP_JAN-APR 2026.xls,236,WIN YAN LOGISTICS,CAD,payable,900,PEOI009335,29581
I2,AP,3.AP_JAN-APR 2026.xls,238,BLUE SHARK TRANSPORT,CAD,payable,573,PEOI009336,29574
I2,AP,3.AP_JAN-APR 2026.xls,239,NEWGEN TRANSPORT -ACC,CAD,payable,303.4,PEAE008970,29556
I2,AP,3.AP_JAN-APR 2026.xls,242,A&B COURIER,CAD,receivable,-130.32,PEAE008972,29560
W6,AP,3.AP_JAN-APR 2026.xls,242,A&B COURIER,CAD,receivable,-130.32,PEAE008972,29560
I2,AP,3.AP_JAN-APR 2026.xls,243,WIG BEAUTY OUTLET,CAD,payable,86.66,TRU-00374,29598
I2,AP,3.AP_JAN-APR 2026.xls,246,A&B COURIER,CAD,receivable,-157.32,PEAI008797,29674
W6,AP,3.AP_JAN-APR 2026.xls,246,A&B COURIER,CAD,receivable,-157.32,PEAI008797,29674
I2,AP,3.AP_JAN-APR 2026.xls,247,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009439,29779
I2,AP,3.AP_JAN-APR 2026.xls,249,SCOTT FREIGHT SERVICES,CAD,payable,169,PEAI008805,29558
I2,AP,3.AP_JAN-APR 2026.xls,250,MCT TERMINAL & TRANSPORT,CAD,payable,70,PEOI009369,29557
I2,AP,3.AP_JAN-APR 2026.xls,251,WIN YAN LOGISTICS,CAD,payable,900,PEOI009311,29549
I2,AP,3.AP_JAN-APR 2026.xls,252,PANTOS LOGISTICS CANADA I,USD,payable,80,PEOI009439,29780
I2,AP,3.AP_JAN-APR 2026.xls,253,A&B COURIER,CAD,receivable,-62.5,PEAE008977,29533
W6,AP,3.AP_JAN-APR 2026.xls,253,A&B COURIER,CAD,receivable,-62.5,PEAE008977,29533
I2,AP,3.AP_JAN-APR 2026.xls,255,UNITED RELIABLE TRANSPORT,CAD,payable,562.8,PEOI009354,29634
I2,AP,3.AP_JAN-APR 2026.xls,257,IATA CARGO ACCOUNTS,CAD,payable,1176.43,PEAE008976,29541
I2,AP,3.AP_JAN-APR 2026.xls,258,WIN YAN LOGISTICS,CAD,payable,900,PEOI009300,29537
I2,AP,3.AP_JAN-APR 2026.xls,261,A&B COURIER,CAD,receivable,-62.37,PEAE008967,29534
W6,AP,3.AP_JAN-APR 2026.xls,261,A&B COURIER,CAD,receivable,-62.37,PEAE008967,29534
I2,AP,3.AP_JAN-APR 2026.xls,262,WIN YAN LOGISTICS,CAD,payable,725,PEOI009304,29539
I2,AP,3.AP_JAN-APR 2026.xls,266,GARDEWINE,CAD,payable,202,PEAE008976,29543
I2,AP,3.AP_JAN-APR 2026.xls,272,A&B COURIER,CAD,receivable,-189,PEAE008972,29527
W6,AP,3.AP_JAN-APR 2026.xls,272,A&B COURIER,CAD,receivable,-189,PEAE008972,29527
I2,AP,3.AP_JAN-APR 2026.xls,273,KHUMAN & KHUMAN CARRIER,CAD,payable,720,PEOI009342,29524
I2,AP,3.AP_JAN-APR 2026.xls,274,IATA CARGO ACCOUNTS,CAD,payable,2679.55,PEAE008972,29528
I2,AP,3.AP_JAN-APR 2026.xls,281,IATA CARGO ACCOUNTS,CAD,payable,2595.78,PEAE008970,29522
I2,AP,3.AP_JAN-APR 2026.xls,282,NEWGEN TRANSPORT -ACC,CAD,payable,443.4,PEAE008970,29523
I2,AP,3.AP_JAN-APR 2026.xls,286,WIN YAN LOGISTICS,CAD,payable,725,PEOI009334,29514
I2,AP,3.AP_JAN-APR 2026.xls,288,ARJ LOGISTICS,CAD,payable,1640,PEOX006862,29519
I2,AP,3.AP_JAN-APR 2026.xls,289,CEDRUS GLOBAL TRADING,CAD,payable,1112.11,PEOI009341,29517
I2,AP,3.AP_JAN-APR 2026.xls,292,KDM LOGISTICS,CAD,payable,131.25,PEAI008799,29509
I2,AP,3.AP_JAN-APR 2026.xls,293,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009425,29724
I2,AP,3.AP_JAN-APR 2026.xls,294,A&B COURIER,CAD,receivable,-96.12,PEAE008975,29511
W6,AP,3.AP_JAN-APR 2026.xls,294,A&B COURIER,CAD,receivable,-96.12,PEAE008975,29511
I2,AP,3.AP_JAN-APR 2026.xls,295,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009425,29723
I2,AP,3.AP_JAN-APR 2026.xls,297,CEDRUS GLOBAL TRADING,CAD,payable,859.56,PEAI008799,29510
I2,AP,3.AP_JAN-APR 2026.xls,298,IATA CARGO ACCOUNTS,CAD,payable,466.86,PEAE008975,29512
I2,AP,3.AP_JAN-APR 2026.xls,301,A&B COURIER,CAD,receivable,-76.23,PEOI009325,29553
W6,AP,3.AP_JAN-APR 2026.xls,301,A&B COURIER,CAD,receivable,-76.23,PEOI009325,29553
I2,AP,3.AP_JAN-APR 2026.xls,305,IATA CARGO ACCOUNTS,CAD,payable,3114.45,PEAE008973,29497
I2,AP,3.AP_JAN-APR 2026.xls,313,TRANSRAM EXPRESS,CAD,payable,250,PEAE008971,29485
W1,AP,3.AP_JAN-APR 2026.xls,313,TRANSRAM EXPRESS,CAD,payable,250,PEAE008971,29485
I2,AP,3.AP_JAN-APR 2026.xls,314,KDM ELECTRONICS,CAD,payable,237.5,PEOI009341,29489
W1,AP,3.AP_JAN-APR 2026.xls,314,KDM ELECTRONICS,CAD,payable,237.5,PEOI009341,29489
I2,AP,3.AP_JAN-APR 2026.xls,316,IATA CARGO ACCOUNTS,CAD,payable,862.3,PEAE008971,29486
W1,AP,3.AP_JAN-APR 2026.xls,316,IATA CARGO ACCOUNTS,CAD,payable,862.3,PEAE008971,29486
I2,AP,3.AP_JAN-APR 2026.xls,318,IATA CARGO ACCOUNTS,CAD,payable,95,PEAE008974,29493
W1,AP,3.AP_JAN-APR 2026.xls,318,IATA CARGO ACCOUNTS,CAD,payable,95,PEAE008974,29493
I2,AP,3.AP_JAN-APR 2026.xls,320,SANDHAR TRUCKING LTD - M,CAD,payable,985,PEOX006861,29491
W1,AP,3.AP_JAN-APR 2026.xls,320,SANDHAR TRUCKING LTD - M,CAD,payable,985,PEOX006861,29491
I2,AP,3.AP_JAN-APR 2026.xls,321,NEWGEN TRANSPORT -ACC,CAD,payable,132.7,PEOI009353,29487
W1,AP,3.AP_JAN-APR 2026.xls,321,NEWGEN TRANSPORT -ACC,CAD,payable,132.7,PEOI009353,29487
I2,AP,3.AP_JAN-APR 2026.xls,325,IEL CANADA BROKERAGE ULC,CAD,payable,1300,PEAE008969,29468
W1,AP,3.AP_JAN-APR 2026.xls,325,IEL CANADA BROKERAGE ULC,CAD,payable,1300,PEAE008969,29468
I2,AP,3.AP_JAN-APR 2026.xls,326,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29550
W1,AP,3.AP_JAN-APR 2026.xls,326,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29550
I2,AP,3.AP_JAN-APR 2026.xls,329,FEDEX FREIGHT CANADA -ACC,CAD,payable,210.49,PEAE008968,29482
W1,AP,3.AP_JAN-APR 2026.xls,329,FEDEX FREIGHT CANADA -ACC,CAD,payable,210.49,PEAE008968,29482
I2,AP,3.AP_JAN-APR 2026.xls,330,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29551
W1,AP,3.AP_JAN-APR 2026.xls,330,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29551
I2,AP,3.AP_JAN-APR 2026.xls,335,IATA CARGO ACCOUNTS,CAD,payable,13319.04,PEAE008969,29467
W1,AP,3.AP_JAN-APR 2026.xls,335,IATA CARGO ACCOUNTS,CAD,payable,13319.04,PEAE008969,29467
I2,AP,3.AP_JAN-APR 2026.xls,337,IATA CARGO ACCOUNTS,CAD,payable,864.9,PEAE008968,29478
W1,AP,3.AP_JAN-APR 2026.xls,337,IATA CARGO ACCOUNTS,CAD,payable,864.9,PEAE008968,29478
I2,AP,3.AP_JAN-APR 2026.xls,338,CNR INTERNATIONAL,USD,payable,25,PEOI009362,29484
W1,AP,3.AP_JAN-APR 2026.xls,338,CNR INTERNATIONAL,USD,payable,25,PEOI009362,29484
I2,AP,3.AP_JAN-APR 2026.xls,341,WIN YAN LOGISTICS,CAD,payable,725,PEOI009239,29457
W1,AP,3.AP_JAN-APR 2026.xls,341,WIN YAN LOGISTICS,CAD,payable,725,PEOI009239,29457
I2,AP,3.AP_JAN-APR 2026.xls,342,G & S DIRECT,CAD,payable,340,PEAI008796,29465
W1,AP,3.AP_JAN-APR 2026.xls,342,G & S DIRECT,CAD,payable,340,PEAI008796,29465
I2,AP,3.AP_JAN-APR 2026.xls,344,WIN YAN LOGISTICS,CAD,payable,725,PEOI009302,29458
W1,AP,3.AP_JAN-APR 2026.xls,344,WIN YAN LOGISTICS,CAD,payable,725,PEOI009302,29458
I2,AP,3.AP_JAN-APR 2026.xls,347,KHUMAN & KHUMAN CARRIER,CAD,payable,720,PEOI009326,29460
W1,AP,3.AP_JAN-APR 2026.xls,347,KHUMAN & KHUMAN CARRIER,CAD,payable,720,PEOI009326,29460
I2,AP,3.AP_JAN-APR 2026.xls,355,CEDRUS GLOBAL TRADING,CAD,payable,877.83,PEAI008795,29455
W1,AP,3.AP_JAN-APR 2026.xls,355,CEDRUS GLOBAL TRADING,CAD,payable,877.83,PEAI008795,29455
I2,AP,3.AP_JAN-APR 2026.xls,358,AARON TRUCKING,CAD,payable,248.8,PEOI009330,29449
W1,AP,3.AP_JAN-APR 2026.xls,358,AARON TRUCKING,CAD,payable,248.8,PEOI009330,29449
I2,AP,3.AP_JAN-APR 2026.xls,361,CNR INTERNATIONAL,USD,payable,25,PEOI009357,29446
W1,AP,3.AP_JAN-APR 2026.xls,361,CNR INTERNATIONAL,USD,payable,25,PEOI009357,29446
I2,AP,3.AP_JAN-APR 2026.xls,362,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29601
W1,AP,3.AP_JAN-APR 2026.xls,362,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29601
I2,AP,3.AP_JAN-APR 2026.xls,365,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29602
W1,AP,3.AP_JAN-APR 2026.xls,365,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29602
I2,AP,3.AP_JAN-APR 2026.xls,367,OCTS - OVERLAND CONTAINER,CAD,payable,1530.55,PEOX006858,29448
W1,AP,3.AP_JAN-APR 2026.xls,367,OCTS - OVERLAND CONTAINER,CAD,payable,1530.55,PEOX006858,29448
I2,AP,3.AP_JAN-APR 2026.xls,370,IATA CARGO ACCOUNTS,CAD,payable,238,PEAE008967,29444
W1,AP,3.AP_JAN-APR 2026.xls,370,IATA CARGO ACCOUNTS,CAD,payable,238,PEAE008967,29444
I2,AP,3.AP_JAN-APR 2026.xls,372,UNITED RELIABLE TRANSPORT,CAD,payable,2689.7,PEOI009292,29445
W1,AP,3.AP_JAN-APR 2026.xls,372,UNITED RELIABLE TRANSPORT,CAD,payable,2689.7,PEOI009292,29445
I2,AP,3.AP_JAN-APR 2026.xls,374,IATA CARGO ACCOUNTS,CAD,payable,648.14,PEAE008966,29441
W1,AP,3.AP_JAN-APR 2026.xls,374,IATA CARGO ACCOUNTS,CAD,payable,648.14,PEAE008966,29441
I2,AP,3.AP_JAN-APR 2026.xls,376,BLUE SHARK TRANSPORT,CAD,payable,472,PEOI009336,29573
W1,AP,3.AP_JAN-APR 2026.xls,376,BLUE SHARK TRANSPORT,CAD,payable,472,PEOI009336,29573
I2,AP,3.AP_JAN-APR 2026.xls,377,WIN YAN LOGISTICS,CAD,payable,725,PEOI009303,29439
W1,AP,3.AP_JAN-APR 2026.xls,377,WIN YAN LOGISTICS,CAD,payable,725,PEOI009303,29439
I2,AP,3.AP_JAN-APR 2026.xls,378,CP VAUGHAN IMDL TMNL - 30,CAD,payable,350,PEOI009294,29437
W1,AP,3.AP_JAN-APR 2026.xls,378,CP VAUGHAN IMDL TMNL - 30,CAD,payable,350,PEOI009294,29437
I2,AP,3.AP_JAN-APR 2026.xls,387,RRPLETT TRUCKING,CAD,payable,3815,PEOX006857,29429
W1,AP,3.AP_JAN-APR 2026.xls,387,RRPLETT TRUCKING,CAD,payable,3815,PEOX006857,29429
I2,AP,3.AP_JAN-APR 2026.xls,389,IATA CARGO ACCOUNTS,CAD,payable,1229.66,PEAE008964,29410
W1,AP,3.AP_JAN-APR 2026.xls,389,IATA CARGO ACCOUNTS,CAD,payable,1229.66,PEAE008964,29410
I2,AP,3.AP_JAN-APR 2026.xls,390,CVC SLINGSHOT TRANSPORTAT,CAD,payable,120,PEAI008794,29424
W1,AP,3.AP_JAN-APR 2026.xls,390,CVC SLINGSHOT TRANSPORTAT,CAD,payable,120,PEAI008794,29424
I2,AP,3.AP_JAN-APR 2026.xls,391,AIR CANADA CARGO -ACCT,CAD,payable,140.18,PEAI008794,29425
